Otu,domain,dconf,phylum,pconf,class,cconf,order,oconf,family,fconf,genus,gconf
Otu1364,Bacteria,1,Proteobacteria,0.72,Alphaproteobacteria,0.68,Rhizobiales,0.6,Ancalomicrobiaceae,0.46,Prosthecomicrobium,0.3
Otu1374,Bacteria,0.93,Proteobacteria,0.39,Gammaproteobacteria,0.26,Flavobacteriales,0.18,Flavobacteriaceae,0.14,Halomonas,0.07
Otu1370,Bacteria,1,Firmicutes,0.97,Bacilli,0.97,Lactobacillales,0.97,Lactobacillaceae,0.97,Lactobacillus,0.72
Otu1373,Bacteria,1,Firmicutes,0.64,Bacilli,0.64,Lactobacillales,0.63,Lactobacillaceae,0.63,Lactobacillus,0.61
Otu1372,,,,,Bacteria,1,Acidobacteria,1,Acidobacteria_Gp16,1,Gp16,1
Otu1376,Bacteria,1,Proteobacteria,0.51,Planctomycetacia,0.47,Candidatus_Brocadiales,0.47,Candidatus_Brocadiaceae,0.47,Candidatus_Scalindua,0.47
Otu1383,Bacteria,0.94,Firmicutes,0.24,Flavobacteriia,0.24,Flavobacteriales,0.24,Flavobacteriaceae,0.24,Flavicella,0.24
Otu1378,Bacteria,1,Firmicutes,0.94,Bacilli,0.94,Bacillales,0.5,Planococcaceae,0.45,Kurthia,0.24
Otu1379,Bacteria,1,Actinobacteria,0.75,Coriobacteriia,0.72,Eggerthellales,0.42,Eggerthellaceae,0.42,Collinsella,0.3
Otu1381,Bacteria,1,Firmicutes,0.9,Clostridia,0.9,Clostridiales,0.9,Lachnospiraceae,0.86,Clostridium_XlVa,0.55
Otu1382,Bacteria,1,Bacteroidetes,0.56,Cytophagia,0.56,Cytophagales,0.56,Cytophagaceae,0.4,Runella,0.39
Otu1377,Bacteria,1,Firmicutes,0.98,Clostridia,0.98,Clostridiales,0.98,Ruminococcaceae,0.47,Clostridium_sensu_stricto,0.26
Otu1380,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.97,Lactobacillaceae,0.97,Amylolactobacillus,0.97
Otu1384,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.97,Lactobacillaceae,0.97,Amylolactobacillus,0.53
Otu1385,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Enterocloster,0.5
Otu1390,Bacteria,0.95,Firmicutes,0.48,Bacilli,0.24,Clostridiales,0.18,Clostridiales_Incertae_Sedis_XIII,0.1,Mogibacterium,0.1
Otu1388,Bacteria,1,Bacteroidetes,0.93,Bacteroidia,0.89,Bacteroidales,0.89,Porphyromonadaceae,0.85,Parabacteroides,0.69
Otu1389,Bacteria,1,Firmicutes,0.72,Clostridia,0.71,Clostridiales,0.71,Lachnospiraceae,0.57,Clostridium_XlVa,0.36
Otu1386,Bacteria,1,Firmicutes,1,Clostridia,0.73,Clostridiales,0.73,Gottschalkiaceae,0.57,Gottschalkia,0.57
Otu1393,Bacteria,1,Planctomycetes,0.99,Planctomycetacia,0.99,Pirellulales,0.92,Thermoguttaceae,0.59,Thermostilla,0.59
Otu1387,Bacteria,1,Firmicutes,0.95,Bacilli,0.63,Bacillales,0.63,Thermoactinomycetaceae_1,0.54,Seinonella,0.54
Otu1394,Bacteria,0.95,Actinobacteria,0.32,Actinobacteria,0.3,Micrococcales,0.13,Intrasporangiaceae,0.13,Aquipuribacter,0.13
Otu1391,Bacteria,1,Firmicutes,0.98,Bacilli,0.97,Bacillales,0.97,Paenibacillaceae_1,0.76,Paenibacillus,0.74
Otu1395,Bacteria,1,Firmicutes,0.98,Erysipelotrichia,0.96,Erysipelotrichales,0.96,Erysipelotrichaceae,0.96,Faecalicoccus,0.88
Otu1392,Bacteria,1,Firmicutes,0.99,Bacilli,0.99,Lactobacillales,0.99,Lactobacillaceae,0.99,Limosilactobacillus,0.98
Otu1397,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,1,Lactobacillaceae,1,Limosilactobacillus,1
Otu1403,Bacteria,0.9,Proteobacteria,0.47,Alphaproteobacteria,0.22,Clostridiales,0.19,Micropepsaceae,0.12,Rhizomicrobium,0.12
Otu1396,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.86,Lactobacillaceae,0.86,Amylolactobacillus,0.86
Otu1399,Bacteria,1,Firmicutes,0.55,Bacilli,0.55,Lactobacillales,0.55,Lactobacillaceae,0.55,Lactobacillus,0.41
Otu1398,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,1,Lactobacillaceae,1,Limosilactobacillus,1
Otu1401,Bacteria,1,Firmicutes,0.86,Clostridia,0.84,Clostridiales,0.84,Lachnospiraceae,0.7,Marvinbryantia,0.21
Otu1404,Bacteria,0.88,Firmicutes,0.32,Bacilli,0.28,Bacillales,0.19,Sporolactobacillaceae,0.11,Sporolactobacillus,0.11
Otu1400,Bacteria,1,Firmicutes,1,Clostridia,0.99,Clostridiales,0.99,Peptostreptococcaceae,0.99,Clostridium_XI,0.47
Otu1402,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Pseudonocardiales,0.76,Pseudonocardiaceae,0.76,Pseudonocardia,0.75
Otu1405,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.85,Heliobacteriaceae,0.44,Hydrogenispora,0.44
Otu1406,Bacteria,1,Firmicutes,0.63,Bacilli,0.63,Bacillales,0.63,Thermoactinomycetaceae_1,0.63,Seinonella,0.63
